date,campaign_name,purchases_new
2026-07-01,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,1
2026-07-02,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,13
2026-07-02,ASUC-(ALL)-PERF-KIDS-INTER,12
2026-07-02,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,1
2026-07-02,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,null
2026-07-02,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,4
2026-07-02,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,7
2026-07-02,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,2
2026-07-02,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,8
2026-07-02,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,4
2026-07-02,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,6
2026-07-02,ASUC-(HISTO)-UK-(UK)-PERF-RTG,null
2026-07-02,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,2
2026-07-02,ASUC-(HISTO)-US-(US)-PERF-RTG,4
2026-07-02,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,1
2026-07-02,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-07-02,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,1
2026-07-02,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,null
2026-07-02,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,2
2026-07-02,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,2
2026-07-02,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,1
2026-07-02,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,null
2026-07-02,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,4
2026-07-02,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,null
2026-07-02,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,1
2026-07-02,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,1
2026-07-02,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,4
2026-07-02,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,null
2026-07-02,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,null
2026-07-02,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-07-02,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,null
2026-07-02,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,null
2026-07-02,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,null
2026-07-02,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,1
2026-07-02,ASUC-(NEW)-PERF-RTG-WARM-ROW,null
2026-07-02,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-07-02,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-07-02,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,null
2026-07-02,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,null
2026-07-02,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-07-02,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-07-02,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,null
2026-07-02,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,3
2026-07-02,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,null
2026-07-03,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,11
2026-07-03,ASUC-(ALL)-PERF-KIDS-INTER,23
2026-07-03,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,2
2026-07-03,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,2
2026-07-03,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,1
2026-07-03,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,3
2026-07-03,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,3
2026-07-03,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,5
2026-07-03,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,5
2026-07-03,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,3
2026-07-03,ASUC-(HISTO)-UK-(UK)-PERF-RTG,4
2026-07-03,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,5
2026-07-03,ASUC-(HISTO)-US-(US)-PERF-RTG,1
2026-07-03,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-07-03,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,1
2026-07-03,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,3
2026-07-03,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,null
2026-07-03,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,3
2026-07-03,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,3
2026-07-03,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,null
2026-07-03,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,2
2026-07-03,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,2
2026-07-03,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,null
2026-07-03,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,1
2026-07-03,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,null
2026-07-03,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,2
2026-07-03,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,4
2026-07-03,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,2
2026-07-03,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-07-03,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,1
2026-07-03,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,null
2026-07-03,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,null
2026-07-03,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,null
2026-07-03,ASUC-(NEW)-PERF-RTG-WARM-ROW,1
2026-07-03,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-07-03,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-07-03,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,null
2026-07-03,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,null
2026-07-03,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-07-03,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-07-03,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,2
2026-07-03,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,1
2026-07-03,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,null
2026-07-03,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,null
2026-07-04,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,4
2026-07-04,ASUC-(ALL)-PERF-KIDS-INTER,24
2026-07-04,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,3
2026-07-04,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,3
2026-07-04,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,3
2026-07-04,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,6
2026-07-04,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,6
2026-07-04,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,8
2026-07-04,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,3
2026-07-04,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,8
2026-07-04,ASUC-(HISTO)-UK-(UK)-PERF-RTG,3
2026-07-04,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,6
2026-07-04,ASUC-(HISTO)-US-(US)-PERF-RTG,null
2026-07-04,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-07-04,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-07-04,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,3
2026-07-04,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,1
2026-07-04,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,2
2026-07-04,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,null
2026-07-04,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,2
2026-07-04,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,1
2026-07-04,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,5
2026-07-04,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,3
2026-07-04,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,null
2026-07-04,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,1
2026-07-04,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,4
2026-07-04,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,3
2026-07-04,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,null
2026-07-04,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-07-04,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,null
2026-07-04,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,null
2026-07-04,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,null
2026-07-04,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,1
2026-07-04,ASUC-(NEW)-PERF-RTG-WARM-ROW,null
2026-07-04,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-07-04,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-07-04,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,1
2026-07-04,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,null
2026-07-04,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-07-04,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-07-04,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,3
2026-07-04,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,1
2026-07-05,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,10
2026-07-05,ASUC-(ALL)-PERF-KIDS-INTER,19
2026-07-05,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,null
2026-07-05,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,1
2026-07-05,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,2
2026-07-05,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,11
2026-07-05,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,6
2026-07-05,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,9
2026-07-05,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,8
2026-07-05,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,14
2026-07-05,ASUC-(HISTO)-UK-(UK)-PERF-RTG,4
2026-07-05,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,3
2026-07-05,ASUC-(HISTO)-US-(US)-PERF-RTG,3
2026-07-05,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-07-05,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-07-05,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,5
2026-07-05,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,3
2026-07-05,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,4
2026-07-05,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,null
2026-07-05,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,2
2026-07-05,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,null
2026-07-05,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,6
2026-07-05,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,1
2026-07-05,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,2
2026-07-05,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,1
2026-07-05,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,2
2026-07-05,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,5
2026-07-05,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,null
2026-07-05,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-07-05,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,null
2026-07-05,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,1
2026-07-05,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,1
2026-07-05,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,2
2026-07-05,ASUC-(NEW)-PERF-RTG-WARM-ROW,1
2026-07-05,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-07-05,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-07-05,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,null
2026-07-05,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,null
2026-07-05,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-07-05,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-07-05,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,5
2026-07-05,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,3
2026-07-06,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,16
2026-07-06,ASUC-(ALL)-PERF-KIDS-INTER,20
2026-07-06,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,2
2026-07-06,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,1
2026-07-06,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,1
2026-07-06,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,6
2026-07-06,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,7
2026-07-06,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,8
2026-07-06,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,5
2026-07-06,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,13
2026-07-06,ASUC-(HISTO)-UK-(UK)-PERF-RTG,6
2026-07-06,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,4
2026-07-06,ASUC-(HISTO)-US-(US)-PERF-RTG,null
2026-07-06,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-07-06,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-07-06,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,1
2026-07-06,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,1
2026-07-06,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,3
2026-07-06,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,null
2026-07-06,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,3
2026-07-06,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,null
2026-07-06,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,5
2026-07-06,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,1
2026-07-06,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,3
2026-07-06,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,1
2026-07-06,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,3
2026-07-06,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,5
2026-07-06,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,null
2026-07-06,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-07-06,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,null
2026-07-06,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,null
2026-07-06,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,1
2026-07-06,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,null
2026-07-06,ASUC-(NEW)-PERF-RTG-WARM-ROW,null
2026-07-06,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-07-06,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-07-06,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,1
2026-07-06,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,1
2026-07-06,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-07-06,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-07-06,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,7
2026-07-06,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,null
2026-07-07,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,5
2026-07-07,ASUC-(ALL)-PERF-KIDS-INTER,13
2026-07-07,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,null
2026-07-07,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,4
2026-07-07,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,2
2026-07-07,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,4
2026-07-07,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,1
2026-07-07,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,10
2026-07-07,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,8
2026-07-07,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,7
2026-07-07,ASUC-(HISTO)-UK-(UK)-PERF-RTG,3
2026-07-07,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,2
2026-07-07,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,null
2026-07-07,ASUC-(HISTO)-US-(US)-PERF-RTG,2
2026-07-07,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-07-07,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-07-07,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,null
2026-07-07,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,1
2026-07-07,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,4
2026-07-07,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,1
2026-07-07,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,null
2026-07-07,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,2
2026-07-07,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,7
2026-07-07,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,3
2026-07-07,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,1
2026-07-07,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,1
2026-07-07,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,4
2026-07-07,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,5
2026-07-07,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,null
2026-07-07,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-07-07,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,1
2026-07-07,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,null
2026-07-07,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,null
2026-07-07,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,null
2026-07-07,ASUC-(NEW)-PERF-RTG-WARM-ROW,null
2026-07-07,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-07-07,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-07-07,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,null
2026-07-07,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,null
2026-07-07,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-07-07,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-07-07,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,1
2026-07-07,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,3
2026-07-08,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,11
2026-07-08,ASUC-(ALL)-PERF-KIDS-INTER,12
2026-07-08,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,null
2026-07-08,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,5
2026-07-08,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,2
2026-07-08,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,6
2026-07-08,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,5
2026-07-08,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,7
2026-07-08,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,7
2026-07-08,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,10
2026-07-08,ASUC-(HISTO)-UK-(UK)-PERF-RTG,4
2026-07-08,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,null
2026-07-08,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,1
2026-07-08,ASUC-(HISTO)-US-(US)-PERF-RTG,5
2026-07-08,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-07-08,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-07-08,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,3
2026-07-08,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,null
2026-07-08,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,5
2026-07-08,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,3
2026-07-08,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,1
2026-07-08,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,1
2026-07-08,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,6
2026-07-08,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,2
2026-07-08,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,null
2026-07-08,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,null
2026-07-08,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,2
2026-07-08,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,1
2026-07-08,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,1
2026-07-08,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,1
2026-07-08,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,2
2026-07-08,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,null
2026-07-08,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,1
2026-07-08,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,2
2026-07-08,ASUC-(NEW)-PERF-RTG-WARM-ROW,null
2026-07-08,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,null
2026-07-08,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,null
2026-07-08,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,null
2026-07-08,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,null
2026-07-08,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,null
2026-07-08,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,null
2026-07-08,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,1
2026-07-08,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,5
2026-07-09,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,9
2026-07-09,ASUC-(ALL)-PERF-KIDS-INTER,17
2026-07-09,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,null
2026-07-09,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,2
2026-07-09,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,2
2026-07-09,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,7
2026-07-09,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,4
2026-07-09,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,5
2026-07-09,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,7
2026-07-09,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,7
2026-07-09,ASUC-(HISTO)-UK-(UK)-PERF-RTG,1
2026-07-09,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,1
2026-07-09,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,3
2026-07-09,ASUC-(HISTO)-US-(US)-PERF-RTG,1
2026-07-09,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,null
2026-07-09,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,null
2026-07-09,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,1
2026-07-09,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,null
2026-07-09,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,5
2026-07-09,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,1
2026-07-09,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,1
2026-07-09,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,1
2026-07-09,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,6
2026-07-09,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,1
2026-07-09,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,2
2026-07-09,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,1
2026-07-09,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,5
2026-07-09,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,2
2026-07-09,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,1
2026-07-09,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,null
2026-07-09,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,null
2026-07-09,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,null
