date,campaign_name,landing_page_views,initiate_checkout
2026-07-03,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,278,18
2026-07-03,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,56,3
2026-07-03,ASUC-(HISTO)-UK-(UK)-PERF-RTG,182,18
2026-07-03,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,54,5
2026-07-03,ASUC-(HISTO)-US-(US)-PERF-RTG,127,16
2026-07-03,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,2,
2026-07-03,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,17,3
2026-07-03,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,17,11
2026-07-03,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,35,
2026-07-03,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,67,4
2026-07-03,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,49,6
2026-07-03,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,8,
2026-07-03,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,31,1
2026-07-03,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,221,13
2026-07-03,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,237,19
2026-07-03,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,31,2
2026-07-03,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,47,1
2026-07-03,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,80,4
2026-07-03,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,196,7
2026-07-03,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,7,1
2026-07-03,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,7,
2026-07-03,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,7,1
2026-07-03,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,8,3
2026-07-03,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,17,3
2026-07-03,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,22,
2026-07-03,ASUC-(NEW)-PERF-RTG-WARM-ROW,71,8
2026-07-03,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,5,
2026-07-03,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,12,
2026-07-03,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,6,
2026-07-03,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,23,3
2026-07-03,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,8,1
2026-07-03,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,2,
2026-07-03,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,59,4
2026-07-03,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,111,10
2026-07-03,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,,
2026-07-03,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,,
2026-07-03,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,,
2026-07-04,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,559,33
2026-07-04,ASUC-(ALL)-PERF-KIDS-INTER,660,89
2026-07-04,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,320,92
2026-07-04,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,88,17
2026-07-04,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,58,5
2026-07-04,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,91,12
2026-07-04,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,165,16
2026-07-04,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,114,16
2026-07-04,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,345,26
2026-07-04,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,85,9
2026-07-04,ASUC-(HISTO)-UK-(UK)-PERF-RTG,150,31
2026-07-04,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,48,5
2026-07-04,ASUC-(HISTO)-US-(US)-PERF-RTG,100,10
2026-07-04,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,4,1
2026-07-04,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,6,
2026-07-04,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,28,5
2026-07-04,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,41,3
2026-07-04,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,69,3
2026-07-04,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,47,2
2026-07-04,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,11,2
2026-07-04,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,30,3
2026-07-04,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,271,22
2026-07-04,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,251,15
2026-07-04,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,44,1
2026-07-04,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,68,4
2026-07-04,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,145,6
2026-07-04,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,138,6
2026-07-04,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,4,
2026-07-04,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,3,
2026-07-04,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,4,
2026-07-04,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,8,5
2026-07-04,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,23,
2026-07-04,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,27,
2026-07-04,ASUC-(NEW)-PERF-RTG-WARM-ROW,82,2
2026-07-04,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,24,
2026-07-04,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,18,1
2026-07-04,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,8,2
2026-07-04,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,10,2
2026-07-04,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,,
2026-07-04,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,9,
2026-07-04,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,82,5
2026-07-04,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,119,12
2026-07-04,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,,
2026-07-05,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,747,47
2026-07-05,ASUC-(ALL)-PERF-KIDS-INTER,580,93
2026-07-05,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,316,54
2026-07-05,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,88,12
2026-07-05,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,23,6
2026-07-05,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,65,21
2026-07-05,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,254,27
2026-07-05,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,187,12
2026-07-05,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,423,38
2026-07-05,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,83,13
2026-07-05,ASUC-(HISTO)-UK-(UK)-PERF-RTG,194,25
2026-07-05,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,88,2
2026-07-05,ASUC-(HISTO)-US-(US)-PERF-RTG,109,3
2026-07-05,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,4,
2026-07-05,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,17,
2026-07-05,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,32,6
2026-07-05,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,65,8
2026-07-05,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,136,11
2026-07-05,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,66,15
2026-07-05,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,24,
2026-07-05,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,37,2
2026-07-05,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,309,19
2026-07-05,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,385,17
2026-07-05,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,59,2
2026-07-05,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,72,9
2026-07-05,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,165,2
2026-07-05,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,238,11
2026-07-05,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,16,
2026-07-05,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,6,1
2026-07-05,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,10,3
2026-07-05,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,16,2
2026-07-05,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,19,4
2026-07-05,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,38,3
2026-07-05,ASUC-(NEW)-PERF-RTG-WARM-ROW,118,7
2026-07-05,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,41,
2026-07-05,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,20,
2026-07-05,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,15,
2026-07-05,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,24,2
2026-07-05,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,3,
2026-07-05,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,11,
2026-07-05,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,68,9
2026-07-05,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,136,14
2026-07-06,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,525,49
2026-07-06,ASUC-(ALL)-PERF-KIDS-INTER,466,99
2026-07-06,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,223,54
2026-07-06,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,72,14
2026-07-06,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,26,4
2026-07-06,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,33,11
2026-07-06,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,243,26
2026-07-06,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,52,12
2026-07-06,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,284,45
2026-07-06,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,31,7
2026-07-06,ASUC-(HISTO)-UK-(UK)-PERF-RTG,151,16
2026-07-06,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,26,1
2026-07-06,ASUC-(HISTO)-US-(US)-PERF-RTG,50,15
2026-07-06,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,4,
2026-07-06,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,9,3
2026-07-06,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,29,1
2026-07-06,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,39,4
2026-07-06,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,38,5
2026-07-06,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,37,3
2026-07-06,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,12,3
2026-07-06,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,27,1
2026-07-06,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,271,16
2026-07-06,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,324,22
2026-07-06,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,38,3
2026-07-06,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,48,12
2026-07-06,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,111,3
2026-07-06,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,217,23
2026-07-06,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,6,
2026-07-06,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,7,
2026-07-06,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,6,
2026-07-06,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,19,
2026-07-06,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,14,5
2026-07-06,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,10,6
2026-07-06,ASUC-(NEW)-PERF-RTG-WARM-ROW,71,3
2026-07-06,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,21,
2026-07-06,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,13,
2026-07-06,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,18,2
2026-07-06,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,13,1
2026-07-06,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,4,
2026-07-06,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,19,8
2026-07-06,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,55,2
2026-07-06,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,107,13
2026-07-07,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,486,57
2026-07-07,ASUC-(ALL)-PERF-KIDS-INTER,500,80
2026-07-07,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,302,67
2026-07-07,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,83,35
2026-07-07,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,18,4
2026-07-07,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,36,4
2026-07-07,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,251,29
2026-07-07,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,48,13
2026-07-07,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,398,44
2026-07-07,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,54,5
2026-07-07,ASUC-(HISTO)-UK-(UK)-PERF-RTG,257,16
2026-07-07,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,16,1
2026-07-07,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,52,
2026-07-07,ASUC-(HISTO)-US-(US)-PERF-RTG,148,17
2026-07-07,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,3,
2026-07-07,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,15,
2026-07-07,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,22,
2026-07-07,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,41,5
2026-07-07,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,42,4
2026-07-07,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,83,13
2026-07-07,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,16,
2026-07-07,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,44,4
2026-07-07,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,200,24
2026-07-07,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,562,53
2026-07-07,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,27,1
2026-07-07,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,165,6
2026-07-07,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,116,9
2026-07-07,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,228,17
2026-07-07,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,6,
2026-07-07,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,25,1
2026-07-07,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,11,
2026-07-07,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,13,1
2026-07-07,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,20,
2026-07-07,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,17,1
2026-07-07,ASUC-(NEW)-PERF-RTG-WARM-ROW,191,17
2026-07-07,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,7,
2026-07-07,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,11,
2026-07-07,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,15,
2026-07-07,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,31,3
2026-07-07,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,3,
2026-07-07,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,14,4
2026-07-07,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,55,4
2026-07-07,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,120,10
2026-07-08,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,467,36
2026-07-08,ASUC-(ALL)-PERF-KIDS-INTER,449,87
2026-07-08,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,281,46
2026-07-08,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,64,20
2026-07-08,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,21,2
2026-07-08,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,96,7
2026-07-08,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,179,25
2026-07-08,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,39,12
2026-07-08,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,352,24
2026-07-08,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,41,12
2026-07-08,ASUC-(HISTO)-UK-(UK)-PERF-RTG,182,20
2026-07-08,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,13,1
2026-07-08,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,37,
2026-07-08,ASUC-(HISTO)-US-(US)-PERF-RTG,108,18
2026-07-08,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,3,
2026-07-08,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,23,2
2026-07-08,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,22,1
2026-07-08,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,26,1
2026-07-08,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,45,2
2026-07-08,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,67,10
2026-07-08,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,9,
2026-07-08,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,39,3
2026-07-08,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,135,19
2026-07-08,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,398,38
2026-07-08,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,24,
2026-07-08,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,63,14
2026-07-08,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,88,2
2026-07-08,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,219,20
2026-07-08,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,5,1
2026-07-08,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,18,3
2026-07-08,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,8,1
2026-07-08,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,8,
2026-07-08,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,17,
2026-07-08,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,21,1
2026-07-08,ASUC-(NEW)-PERF-RTG-WARM-ROW,90,4
2026-07-08,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,14,
2026-07-08,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,9,2
2026-07-08,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,15,
2026-07-08,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,19,2
2026-07-08,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,1,
2026-07-08,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,20,9
2026-07-08,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,47,
2026-07-08,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,121,9
2026-07-09,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,462,33
2026-07-09,ASUC-(ALL)-PERF-KIDS-INTER,504,91
2026-07-09,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,292,45
2026-07-09,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,32,21
2026-07-09,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,10,1
2026-07-09,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,48,4
2026-07-09,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,185,17
2026-07-09,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,27,7
2026-07-09,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,282,40
2026-07-09,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,42,10
2026-07-09,ASUC-(HISTO)-UK-(UK)-PERF-RTG,180,20
2026-07-09,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,15,
2026-07-09,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,30,3
2026-07-09,ASUC-(HISTO)-US-(US)-PERF-RTG,62,12
2026-07-09,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,7,1
2026-07-09,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,8,1
2026-07-09,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,17,
2026-07-09,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,28,
2026-07-09,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,54,5
2026-07-09,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,49,7
2026-07-09,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,11,
2026-07-09,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,35,1
2026-07-09,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,186,16
2026-07-09,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,327,21
2026-07-09,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,25,5
2026-07-09,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,49,4
2026-07-09,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,67,3
2026-07-09,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,225,19
2026-07-09,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,4,
2026-07-09,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,11,
2026-07-09,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,22,
2026-07-09,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,5,1
2026-07-09,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,9,3
2026-07-09,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,9,6
2026-07-09,ASUC-(NEW)-PERF-RTG-WARM-ROW,74,13
2026-07-09,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,22,
2026-07-09,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,5,2
2026-07-09,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,13,2
2026-07-09,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,15,2
2026-07-09,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,1,1
2026-07-09,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,7,3
2026-07-09,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,47,3
2026-07-09,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,81,12
2026-07-10,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,438,47
2026-07-10,ASUC-(ALL)-PERF-KIDS-INTER,525,60
2026-07-10,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,231,48
2026-07-10,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,36,12
2026-07-10,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,16,3
2026-07-10,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,77,8
2026-07-10,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,193,22
2026-07-10,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,32,8
2026-07-10,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,299,33
2026-07-10,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,42,12
2026-07-10,ASUC-(HISTO)-UK-(UK)-PERF-RTG,152,13
2026-07-10,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,36,4
2026-07-10,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,33,
2026-07-10,ASUC-(HISTO)-US-(US)-PERF-RTG,102,6
2026-07-10,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,,
2026-07-10,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,6,12
2026-07-10,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,20,7
2026-07-10,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,19,2
2026-07-10,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,63,5
2026-07-10,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,51,12
2026-07-10,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,9,1
2026-07-10,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,38,4
2026-07-10,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,138,20
2026-07-10,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,258,26
2026-07-10,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,11,
2026-07-10,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,45,6
